id,house,course,sex,wandCore,bloodStatus,result,Defence against the dark arts exam,Flying exam,Astronomy exam,Herbology exam,Divinations exam,Charms exam,History of magic exam,Arithmancy exam,Care of magical creatures exam,Muggle studies exam,Study of ancient runes exam,Transfiguration exam,Potions exam,week_1,week_2,week_3,week_4,week_5,week_6,week_7,week_8,week_9,week_10,week_11,week_12,week_13,week_14,week_15,week_16,week_17,week_18,week_19,week_20,week_21,week_22,week_23,week_24,week_25,week_26,week_27,week_28,week_29,week_30,week_31,week_32,week_33,week_34,week_35,week_36,week_37,week_38,week_39,week_40
465,Gryffindor,4,female,phoenix feather,pure-blood,82,60,66,43,46,60,64,36,60,47,43,36,68,20,1,1,3,3,-20,20,1,1,0,5,1,10,-1,-1,10,1,-5,-10,-1,0,0,3,3,10,0,3,5,0,10,-5,-5,20,3,3,0,3,5,0,0,5
466,Gryffindor,2,male,phoenix feather,pure-blood,24,43,56,41,39,54,20,51,36,46,37,41,0,49,5,-5,10,0,0,0,3,5,0,0,-1,10,-1,0,-1,10,-1,0,1,-1,-20,5,-5,-1,0,10,0,1,10,-3,5,-3,-20,10,-10,0,3,3,5,0
467,Hufflepuff,5,female,dragon heartstring,pure-blood,-25,37,22,19,17,50,23,37,54,35,34,33,37,64,3,5,-5,1,1,0,-20,-5,-10,-5,-1,20,20,1,-1,-1,-5,-5,20,3,0,10,-20,5,10,-10,-20,1,0,10,5,-10,-5,0,-1,5,0,-1,0,-20
468,Hufflepuff,4,male,dragon heartstring,half-blood,-40,35,29,33,31,43,34,35,49,56,44,20,45,10,1,-20,10,-5,5,10,-10,10,5,-20,10,20,-10,5,1,10,1,-20,0,10,0,-3,5,-20,-20,5,-10,-3,5,-1,-20,0,5,3,1,5,-10,5,0,0
469,Ravenclaw,2,male,unicorn hair,pure-blood,179,69,76,63,59,74,64,53,85,69,62,72,69,42,10,10,0,0,3,20,0,10,3,1,20,-10,5,3,5,20,1,0,1,0,10,5,20,-10,10,20,1,-1,0,5,10,-10,5,10,0,0,-5,10,0,-3
470,Slytherin,1,male,phoenix feather,pure-blood,-216,20,21,6,19,6,11,9,3,17,22,19,0,68,-10,-1,-5,-10,-20,-5,5,20,5,-5,-5,-3,0,5,3,-20,-20,-5,0,-5,0,-20,-20,-10,-10,-5,-1,-5,-20,-5,-3,-10,0,-10,-1,-20,0,-1,0,1
471,Gryffindor,1,male,phoenix feather,pure-blood,82,48,65,62,56,39,39,46,72,56,50,46,45,68,1,20,0,5,5,1,10,1,1,5,-10,10,-3,0,-20,-3,20,1,0,3,3,20,1,-3,1,5,20,1,0,3,0,-5,0,0,-5,1,-1,1,-10,3
472,Slytherin,7,male,unicorn hair,pure-blood,-29,19,43,35,16,25,25,33,35,54,43,42,9,91,-5,-1,0,-3,1,-5,5,0,1,5,5,-5,-5,-3,-1,-3,3,-3,-10,0,-10,-5,0,20,-10,5,1,-5,-1,-5,-1,20,-1,0,0,-1,-3,-3,-1,-5
473,Hufflepuff,6,female,unicorn hair,half-blood,159,78,60,63,72,66,64,68,65,52,63,65,61,10,50,10,10,0,-1,-5,20,1,10,-3,0,-20,5,20,5,0,20,-5,1,-1,-5,1,10,-10,0,-3,20,-3,-3,0,5,1,5,-10,5,5,20,-1,5,0
474,Ravenclaw,6,female,dragon heartstring,half-blood,151,65,60,67,74,67,54,60,74,66,55,63,30,44,-5,5,0,-10,-1,10,0,20,20,0,0,1,10,5,0,1,5,10,3,20,5,20,20,5,1,-20,5,5,-5,5,5,10,5,5,1,0,0,-20,0,10
475,Slytherin,2,female,phoenix feather,half-blood,122,42,48,65,54,54,49,66,54,75,62,60,59,91,10,-10,5,5,0,10,1,0,1,0,5,0,0,-20,0,-1,3,3,-1,10,20,0,5,10,3,-10,0,5,10,0,5,10,5,1,-1,20,10,-3,10,1
476,Slytherin,2,male,phoenix feather,half-blood,-135,23,14,28,20,40,35,36,30,18,7,2,24,93,-20,-5,0,0,-3,3,1,0,5,-20,-20,5,5,-10,-1,-5,-20,0,-5,10,-10,-10,-5,-5,1,-1,-1,5,-5,0,-10,3,5,-1,0,-10,-1,-5,-5,0
477,Ravenclaw,7,male,unicorn hair,half-blood,12,71,47,41,52,49,39,39,41,32,42,29,42,32,5,-3,-20,0,10,5,-20,10,5,1,-10,3,-3,5,-10,0,10,-1,-3,1,-1,1,5,3,10,1,1,5,0,5,-1,-5,10,3,5,5,5,5,-10,-20
478,Gryffindor,6,female,unicorn hair,half-blood,67,54,58,53,44,62,44,33,49,49,50,35,35,40,-5,-3,-3,5,-1,0,3,3,-1,5,0,-20,10,-3,20,10,-5,3,-1,10,0,20,1,-1,1,10,0,-5,-1,-1,-10,-3,0,10,1,20,1,1,-5,1
479,Ravenclaw,3,female,dragon heartstring,half-blood,71,41,32,51,33,70,55,57,51,73,50,60,76,56,-5,10,10,5,1,0,10,1,-10,-10,5,-5,5,3,-20,-1,5,10,5,3,5,1,0,-20,-20,3,0,-3,5,3,1,5,1,3,20,3,20,5,20,-3
480,Slytherin,5,female,unicorn hair,pure-blood,107,51,59,53,47,49,53,70,60,41,47,43,51,92,5,10,10,20,-10,1,1,1,-10,3,-3,20,0,1,0,10,3,-10,-5,0,3,5,3,20,0,5,5,0,0,-20,3,20,5,0,3,5,0,1,-1,3
481,Slytherin,4,male,phoenix feather,half-blood,-69,3,35,39,27,25,38,22,42,38,31,17,18,86,-10,0,-5,-5,-1,-10,-3,5,-1,-1,-1,3,1,0,-5,-1,-1,-10,0,-5,5,3,-3,1,20,-20,-3,-10,-5,-5,-5,-1,0,0,5,10,0,-3,-3,-5
482,Hufflepuff,2,male,dragon heartstring,half-blood,63,63,44,51,32,50,39,46,48,39,33,47,52,8,1,20,10,-1,10,-5,20,20,20,0,0,-10,3,20,-10,5,-1,-1,5,20,-3,-5,1,0,1,-10,-20,10,-3,3,-20,20,5,10,0,3,-20,-20,-20,5
483,Ravenclaw,6,female,unicorn hair,half-blood,156,79,63,70,38,60,57,60,54,95,74,67,46,70,5,10,1,5,1,0,10,5,1,-10,20,5,-20,10,10,-20,3,1,20,1,3,5,-20,-5,0,-10,10,5,20,20,20,10,-1,5,20,-1,0,-3,20,0
484,Hufflepuff,4,male,unicorn hair,half-blood,87,72,64,69,72,48,41,48,66,71,39,57,21,34,0,0,0,-1,5,3,5,0,0,-1,-1,10,10,5,-5,0,1,20,5,5,0,-10,-20,1,0,-5,-1,10,20,-10,0,-10,10,10,20,10,5,0,-1,-3
485,Gryffindor,7,female,unicorn hair,half-blood,4,39,33,23,35,38,24,59,42,52,32,36,43,14,5,3,-10,1,0,5,5,20,-3,-3,-3,10,-5,-1,5,3,0,0,5,-10,-5,-20,5,0,20,-3,5,5,-20,-20,5,5,5,0,5,10,0,0,0,-20
486,Hufflepuff,1,male,unicorn hair,pure-blood,125,63,44,45,54,83,59,48,66,58,61,61,74,41,0,-3,10,20,0,10,1,20,-1,1,5,5,-10,1,10,20,5,1,-10,-20,5,-10,1,-10,-5,1,0,-10,0,20,0,-5,20,-1,0,5,10,20,20,-1
487,Gryffindor,1,female,unicorn hair,pure-blood,64,65,58,38,53,52,53,36,38,40,52,63,30,23,1,1,5,5,-1,-5,0,5,5,1,-10,3,-5,20,5,-5,5,-3,-5,5,5,1,10,5,-20,5,-10,20,3,-1,3,-1,3,5,-1,10,0,0,-5,5
488,Hufflepuff,3,male,unicorn hair,pure-blood,19,34,45,25,49,36,37,57,37,34,46,44,18,4,-1,-3,1,0,1,0,5,-3,0,-3,5,5,-5,5,20,-10,-1,10,5,0,0,-3,0,0,-10,-10,5,5,1,5,20,3,-5,-10,-5,1,1,0,-10,0
489,Ravenclaw,5,female,dragon heartstring,half-blood,121,56,67,68,41,51,76,54,58,52,80,66,64,11,-1,20,-10,0,-3,1,5,5,-5,3,0,5,-1,1,10,20,1,-1,-20,1,20,0,3,10,20,1,10,5,-10,-1,5,1,1,5,0,10,5,1,-1,5
490,Slytherin,3,female,unicorn hair,half-blood,137,40,72,38,57,44,82,56,55,56,59,56,67,100,1,-10,-3,0,0,0,5,5,10,10,-10,0,0,0,0,-10,-5,1,0,0,20,10,0,3,0,5,0,10,5,10,10,20,10,10,0,5,10,-10,20,5
491,Gryffindor,7,male,phoenix feather,muggle-born,20,42,37,37,38,41,42,34,45,52,34,65,38,16,0,-3,10,10,-3,-1,-10,-1,-20,5,20,-20,10,0,-10,0,20,1,1,-1,10,5,1,0,5,20,1,-1,5,3,-10,-1,-1,5,5,-10,0,5,-20,-10
492,Ravenclaw,4,female,unicorn hair,half-blood,157,60,60,59,60,62,55,52,47,54,57,54,60,27,0,-5,20,3,-20,1,10,20,10,0,0,3,1,0,0,0,5,20,3,5,-5,1,5,20,0,3,-10,0,0,-3,5,1,5,3,10,5,10,20,1,10
493,Gryffindor,3,male,unicorn hair,pure-blood,71,48,49,57,72,42,48,44,32,44,64,40,59,7,0,10,-20,0,20,20,1,5,5,-10,1,1,1,5,1,5,-1,20,10,-5,5,0,0,1,-5,5,-20,1,1,-5,1,5,-20,0,-3,0,-5,20,20,1
494,Slytherin,3,female,phoenix feather,half-blood,173,54,37,67,58,53,74,45,60,72,73,53,68,94,20,0,-10,10,10,0,1,5,1,1,0,3,20,-1,3,-20,1,20,-3,10,5,-1,0,1,-5,1,20,1,3,3,10,20,3,5,10,0,0,20,1,5
495,Gryffindor,7,male,unicorn hair,pure-blood,95,47,44,44,49,63,59,55,51,64,44,34,66,60,3,5,5,10,-20,0,-20,-10,1,0,-3,5,20,10,0,5,-5,5,0,1,1,5,0,5,-3,5,1,5,-20,20,0,-3,1,1,10,20,5,10,0,20
496,Gryffindor,6,female,unicorn hair,pure-blood,2,30,45,45,57,46,25,51,49,33,50,40,17,23,-10,5,3,-10,3,0,3,3,-1,0,10,5,3,20,0,0,-1,-5,3,-3,-5,3,-20,-20,-5,1,5,10,5,5,-5,-3,20,-3,20,1,0,-20,-10,-5
497,Gryffindor,6,male,phoenix feather,half-blood,93,50,56,59,54,65,52,44,62,42,50,44,46,7,5,0,0,-5,-20,5,-10,20,5,-20,1,-5,0,5,5,-10,5,20,-3,1,3,-5,-1,20,0,-5,10,0,1,10,1,10,20,20,0,10,5,10,-20,5
498,Slytherin,7,female,unicorn hair,pure-blood,110,57,38,60,55,59,66,43,71,53,30,57,82,84,-10,0,5,10,10,20,0,1,10,1,3,10,-1,10,3,-5,5,0,1,3,0,1,0,0,5,-5,-20,10,20,1,5,5,1,3,0,5,0,-10,10,3
499,Hufflepuff,7,female,dragon heartstring,half-blood,91,55,50,62,42,58,42,38,32,56,64,59,44,7,20,-1,5,5,0,5,-20,1,-1,0,-1,-5,1,5,3,1,3,-3,0,10,-5,20,0,10,5,-5,0,-5,3,20,0,-10,5,0,10,-3,20,-5,0,3
500,Slytherin,1,female,dragon heartstring,half-blood,151,62,50,58,56,63,67,61,52,63,63,59,54,89,5,20,5,10,20,3,10,1,5,-5,1,-10,3,0,1,10,20,5,5,5,10,1,1,5,10,1,-20,0,5,20,10,-20,1,3,0,5,0,5,0,0
501,Hufflepuff,4,male,dragon heartstring,half-blood,-13,29,27,42,47,42,32,37,46,50,35,48,25,51,-10,-10,-3,5,-20,3,0,20,-1,5,20,-5,5,10,10,0,5,1,-1,-5,20,-20,-10,3,-20,10,3,-20,5,-1,-3,3,5,-3,3,0,-20,-3,3,3
502,Ravenclaw,6,male,unicorn hair,half-blood,228,67,67,68,70,78,64,71,74,67,76,89,39,11,1,-3,1,10,1,10,3,0,1,20,0,5,1,1,0,5,10,3,1,5,10,20,10,1,20,0,0,0,10,20,20,20,3,1,-10,3,0,0,5,20
503,Slytherin,7,male,dragon heartstring,half-blood,-239,14,11,0,-0,18,5,0,12,0,6,1,16,74,-3,-5,-20,-5,-3,0,-5,-10,-3,-10,-5,-10,-20,-5,-5,-1,-10,-5,-5,0,0,-5,-5,-20,3,-20,-10,-1,-1,5,-20,-5,-20,-3,1,0,3,-5,-5,-1
504,Ravenclaw,5,male,dragon heartstring,half-blood,90,39,70,43,45,47,65,58,60,64,62,44,60,69,5,3,5,10,0,5,-5,0,-1,10,0,10,0,-10,-10,3,10,1,0,1,5,1,3,3,10,0,10,5,5,0,0,3,5,-10,1,-3,-10,10,5,10
505,Ravenclaw,7,male,dragon heartstring,half-blood,101,59,45,62,56,57,47,58,64,41,62,83,26,31,10,20,-10,1,-5,5,5,0,3,5,0,3,10,-10,0,10,-5,1,1,20,20,5,0,1,-1,1,5,1,1,1,5,0,-1,-5,1,-1,-10,10,5,-1
506,Hufflepuff,2,female,phoenix feather,half-blood,58,45,57,54,65,46,45,56,50,35,42,44,29,48,0,-3,1,-10,0,-20,-5,20,0,5,3,10,-5,10,5,0,5,-10,-10,10,5,-20,20,1,3,0,10,20,-3,20,-3,-5,3,3,1,-5,0,5,-3,0
507,Ravenclaw,1,female,unicorn hair,half-blood,62,51,68,49,52,59,40,37,42,56,50,44,56,7,1,10,3,5,5,1,1,1,-20,5,0,1,20,1,-5,5,20,3,-10,20,-20,5,-20,1,10,-1,0,0,5,1,-5,0,-1,0,5,-10,0,20,5,0
508,Ravenclaw,2,female,unicorn hair,pure-blood,137,57,61,36,48,38,47,56,55,74,55,59,48,51,-10,1,5,10,5,3,-5,5,1,10,20,5,-20,5,20,0,10,5,10,3,0,3,3,0,5,20,1,5,20,20,0,5,-5,-20,3,-10,1,1,-1,3
509,Slytherin,3,male,unicorn hair,half-blood,-140,18,22,8,34,10,19,28,32,18,4,33,27,74,-10,-5,-10,0,-5,0,-3,20,-20,0,-20,10,-10,0,-5,-5,-10,0,3,1,10,-1,-5,10,0,-20,5,-10,-3,-5,-10,-10,-5,-5,-1,-1,-10,0,0,-10
510,Slytherin,1,female,phoenix feather,half-blood,117,55,71,57,41,49,47,45,70,47,67,64,39,82,3,-10,20,-1,10,5,0,1,0,-5,20,10,0,10,1,-3,10,10,-10,0,10,5,5,0,5,0,-5,1,0,3,1,1,1,5,-5,3,20,5,-10,1
511,Gryffindor,7,female,phoenix feather,pure-blood,102,47,62,53,42,62,37,65,61,65,41,48,26,40,0,5,-1,-1,1,-5,10,3,-10,5,5,3,3,0,-3,20,-5,10,1,0,1,10,20,20,1,-5,-20,10,-1,0,1,-5,1,-5,-5,5,0,20,10,3
512,Hufflepuff,7,female,dragon heartstring,muggle-born,34,59,50,37,52,55,60,52,47,42,50,27,62,28,5,3,1,-10,20,-1,-1,5,0,0,-5,-20,-5,20,10,1,-10,3,20,5,10,5,3,3,10,-10,-5,10,0,-20,-10,-10,-3,0,-10,5,20,0,-5,0
513,Slytherin,6,female,unicorn hair,half-blood,260,86,75,69,72,86,75,75,79,77,88,61,39,93,20,5,3,1,3,1,3,5,1,0,20,3,-1,10,0,10,20,5,1,0,0,20,20,5,20,-10,-10,10,10,10,5,20,1,20,-10,-3,20,1,1,20
514,Hufflepuff,1,female,dragon heartstring,half-blood,126,56,64,67,52,76,75,54,58,65,59,66,69,5,3,5,0,-20,10,10,5,-20,1,10,3,-20,0,-3,1,3,3,20,5,0,0,-1,10,0,5,0,1,-5,20,10,-5,3,10,0,10,5,-3,10,20,20
515,Gryffindor,5,male,dragon heartstring,half-blood,-26,48,20,44,41,41,29,45,23,29,45,26,44,18,3,1,-5,0,-20,-5,10,-20,20,0,-5,1,-1,0,0,-1,-10,5,5,-5,5,10,5,1,-20,-1,10,-10,5,-5,-1,5,-10,20,1,-5,3,-3,-10,1
516,Slytherin,5,female,dragon heartstring,pure-blood,174,68,56,70,49,64,65,55,89,57,86,77,62,75,0,3,0,3,5,5,5,20,20,0,1,10,-10,5,-5,20,-5,10,20,-10,10,-5,20,1,5,5,1,0,1,5,-5,3,20,3,20,3,1,-1,-5,-5
517,Ravenclaw,7,female,dragon heartstring,pure-blood,93,58,45,36,45,37,54,46,57,48,67,52,62,68,-1,1,-20,5,1,20,10,5,0,5,0,10,-20,0,3,3,1,5,-3,5,-20,3,20,3,10,-5,0,-3,10,0,5,1,5,0,10,20,-1,5,0,0
518,Slytherin,2,male,dragon heartstring,half-blood,-147,20,27,14,0,23,30,18,22,38,20,21,22,87,-1,-10,1,-1,10,-10,10,-20,-1,-3,-10,-1,-10,-20,-10,-3,-20,1,20,-10,0,-10,-10,-10,10,-1,-1,-3,-5,-1,-1,-10,0,-1,1,-1,-20,-1,0,5
519,Hufflepuff,2,female,unicorn hair,half-blood,-9,33,43,33,42,34,46,36,53,14,24,41,57,31,0,-5,3,10,3,-5,1,-10,-5,0,0,-5,20,10,-5,0,-10,-1,-10,0,-5,5,-20,-5,1,3,10,3,1,-10,0,1,-1,1,0,5,-10,1,0,20
520,Hufflepuff,2,female,dragon heartstring,half-blood,105,47,47,53,63,59,54,39,43,45,57,46,60,35,5,10,20,5,10,10,5,0,-1,0,-5,10,5,3,-1,-1,5,0,-5,0,5,5,0,3,10,-10,0,0,-3,-5,5,10,10,10,1,5,0,-10,-1,-5
521,Slytherin,6,male,dragon heartstring,muggle-born,-51,29,15,43,32,33,22,23,37,37,50,47,0,89,-3,-10,10,-5,-3,5,-1,-3,0,-3,-1,-10,-10,0,20,1,-10,-20,0,10,0,-5,-1,1,0,10,-5,-1,-1,-1,0,-3,-5,-10,20,0,-5,3,-10,-5
522,Hufflepuff,1,male,phoenix feather,pure-blood,116,72,43,52,40,58,60,57,64,53,55,62,85,14,5,5,-3,1,20,10,1,1,3,20,0,5,1,10,1,0,-20,20,1,1,0,20,5,1,0,-3,1,-10,-5,10,5,-5,0,20,5,-5,-5,-5,0,5
523,Hufflepuff,2,female,dragon heartstring,half-blood,151,67,70,65,67,51,62,60,51,69,63,70,33,21,0,-3,5,5,0,5,-10,10,1,3,10,0,5,10,0,-20,5,-5,3,20,-5,20,5,20,10,3,0,-3,1,3,10,-3,20,-5,20,-10,5,1,5,10
524,Gryffindor,3,female,unicorn hair,pure-blood,117,43,72,39,42,65,49,60,55,42,35,65,33,9,10,-20,5,20,5,10,-1,20,-3,0,5,5,0,3,3,5,3,3,0,3,3,5,-3,-20,-5,-20,5,0,10,10,5,1,-5,10,0,20,5,20,0,0
525,Hufflepuff,1,female,unicorn hair,half-blood,83,57,60,42,38,49,58,44,55,61,53,62,63,47,-5,3,0,20,5,3,10,0,3,-5,-5,-5,0,-10,0,3,0,3,20,10,0,5,0,-10,20,0,0,20,0,-20,-20,-5,0,5,10,20,10,-10,5,3
526,Hufflepuff,5,female,dragon heartstring,half-blood,77,37,52,41,37,47,48,65,56,67,44,55,46,29,20,-1,10,1,0,-5,-3,0,10,-5,5,20,5,20,-5,10,0,1,-5,10,3,-5,-5,5,10,3,-20,-5,-5,10,5,-1,-20,5,0,-1,0,0,0,10
527,Hufflepuff,1,male,unicorn hair,half-blood,81,39,55,51,68,53,31,59,42,51,65,59,19,36,1,10,-3,5,20,0,-5,-10,1,5,5,3,5,0,-20,0,5,-5,-3,0,10,20,-5,20,5,-10,-5,5,5,1,0,1,20,1,3,10,0,1,-20,5
528,Hufflepuff,5,male,unicorn hair,half-blood,57,53,62,66,55,58,25,61,48,49,65,45,12,4,3,-5,5,-1,5,0,-10,-1,3,10,20,-20,20,5,-5,1,5,3,5,1,-10,10,3,-20,20,-20,0,-10,5,10,5,-3,10,0,20,5,-5,-1,-5,-1
529,Hufflepuff,1,male,phoenix feather,pure-blood,16,37,47,37,42,49,32,43,27,27,48,12,17,15,-20,-5,-20,5,0,1,1,1,-10,-10,-5,1,-20,-5,0,5,3,-20,20,-1,0,0,3,5,0,20,1,10,-5,0,-1,20,1,1,10,20,5,0,5,0
530,Hufflepuff,7,female,unicorn hair,half-blood,49,45,46,48,32,41,43,50,38,38,55,52,24,55,-5,5,0,5,20,1,-3,3,0,0,-10,-10,1,3,3,3,-10,0,0,-5,0,-5,0,10,-5,-5,3,-5,0,20,5,10,10,0,10,5,5,5,5,-20
531,Hufflepuff,3,female,unicorn hair,pure-blood,-28,26,23,45,17,43,34,30,50,33,17,34,34,66,1,-5,-20,-5,10,3,0,10,-5,5,0,-20,-5,1,0,5,3,3,10,-10,10,-20,5,0,-1,10,5,-10,3,0,-20,3,3,0,5,0,-1,1,3,-5
532,Hufflepuff,1,male,phoenix feather,half-blood,88,42,64,58,52,42,66,46,44,43,40,45,53,44,0,-1,3,-5,0,3,-10,3,20,3,20,-1,1,-3,10,-20,-5,-5,3,-3,3,3,-1,20,0,0,-5,5,-5,-10,1,5,10,-5,20,3,10,1,0,20
533,Ravenclaw,7,female,unicorn hair,half-blood,170,58,55,66,55,82,58,67,79,77,69,74,59,16,0,0,5,10,3,-5,0,1,1,10,10,5,5,0,-1,5,5,5,20,3,5,20,20,0,0,3,3,1,0,10,-20,5,5,5,5,20,5,5,1,-5
534,Gryffindor,4,male,phoenix feather,muggle-born,48,44,53,50,49,39,35,66,57,44,49,50,49,52,5,-5,3,0,1,0,10,5,10,0,-20,3,5,20,-20,3,0,20,20,-1,-3,-1,-5,1,5,1,0,20,5,-20,0,-10,5,3,0,-20,-5,5,3,5
535,Hufflepuff,2,female,dragon heartstring,half-blood,168,54,59,71,72,79,58,63,48,60,68,64,79,54,1,-5,-1,-1,0,20,1,0,5,10,0,20,0,5,20,20,-1,3,-1,-10,1,10,5,20,0,1,3,3,20,5,-3,-1,0,5,5,-20,-5,20,3,10
536,Hufflepuff,3,female,dragon heartstring,half-blood,89,36,29,27,62,43,54,53,64,60,81,60,76,25,1,-3,1,-5,-5,-5,-5,10,0,0,3,5,5,0,20,0,1,-20,10,-1,20,5,-5,20,3,1,1,0,-10,5,0,20,0,3,1,1,5,10,0,-3
537,Slytherin,1,female,dragon heartstring,half-blood,162,52,65,79,38,57,53,55,50,62,45,51,33,76,3,-1,0,20,20,0,0,3,20,10,1,0,0,20,10,0,20,-1,3,3,10,3,1,1,20,5,1,0,10,5,-1,-10,1,5,-5,5,-20,0,0,0
538,Ravenclaw,3,male,unicorn hair,half-blood,118,67,58,62,45,50,46,66,61,64,50,46,32,55,5,0,3,0,-5,-10,1,1,1,0,1,5,3,0,20,5,1,-10,10,1,10,0,10,10,0,-10,-3,10,1,10,20,5,3,-10,-3,0,0,10,3,20
539,Gryffindor,7,female,dragon heartstring,half-blood,63,32,55,57,41,39,50,33,64,44,40,40,53,45,5,5,0,20,5,10,5,0,0,10,0,0,-10,10,0,0,1,20,-3,3,0,-20,0,1,10,0,-20,3,0,5,-20,10,0,10,20,-20,0,5,3,-5
540,Gryffindor,7,male,phoenix feather,muggle-born,120,60,59,58,63,51,53,75,50,66,55,45,45,23,-5,5,1,-10,-1,-1,3,10,-5,20,-10,10,0,-3,10,0,5,10,5,10,20,10,0,-5,1,1,-5,10,-1,3,5,3,0,5,20,-1,0,-10,5,5
541,Ravenclaw,6,male,dragon heartstring,half-blood,80,55,38,57,72,52,54,53,68,56,59,59,88,20,20,20,5,3,-1,-10,1,-20,-1,5,0,3,-5,5,3,-3,10,-1,10,1,1,3,-1,-3,5,0,0,0,0,-10,0,1,1,0,3,5,0,20,0,10
542,Hufflepuff,7,female,phoenix feather,pure-blood,66,57,56,49,69,49,39,40,32,72,43,55,20,28,0,0,-5,-5,0,0,-5,1,20,0,-10,5,0,0,5,0,20,5,5,1,-20,20,10,10,0,3,1,3,0,-20,10,1,3,10,-3,5,-5,-1,3,-1
543,Ravenclaw,1,female,unicorn hair,pure-blood,204,49,85,56,59,80,81,66,67,62,56,54,85,57,0,1,5,20,0,5,0,0,5,-1,0,3,20,0,0,10,20,10,-3,10,20,0,10,5,-10,1,0,20,-1,1,5,1,5,10,5,20,1,0,1,5
544,Slytherin,2,female,dragon heartstring,half-blood,179,66,73,65,67,69,62,59,57,54,66,71,88,83,0,20,0,-1,10,-1,3,3,-10,20,10,20,-3,5,3,3,0,-10,0,20,5,3,5,5,1,5,-5,-5,5,5,-3,10,-5,-3,3,20,1,20,0,20
545,Slytherin,4,female,dragon heartstring,half-blood,243,80,68,71,68,68,83,67,71,73,71,79,88,100,5,20,20,10,-5,5,-10,3,5,20,10,1,0,20,10,5,10,10,-20,20,1,0,5,20,5,10,5,1,5,1,10,0,3,0,0,3,10,5,10,10
546,Hufflepuff,3,female,phoenix feather,half-blood,-11,49,40,46,39,45,44,47,50,39,38,48,40,28,10,0,3,-10,-5,10,10,5,-10,-5,-10,3,-1,20,-1,5,-1,-20,3,5,1,1,0,20,5,-5,-10,-3,1,1,-5,-1,-10,-10,0,-5,-1,-3,3,-1
547,Hufflepuff,6,female,unicorn hair,half-blood,48,61,59,43,52,67,36,32,49,57,44,37,30,15,-1,-10,-5,-5,5,-20,10,1,3,5,5,-1,10,-3,1,-5,-1,-5,20,5,3,0,3,-1,10,-3,0,10,0,5,-5,-1,10,0,-20,10,5,0,10,3
548,Ravenclaw,5,female,unicorn hair,half-blood,99,47,48,49,53,62,49,37,66,42,62,59,48,58,-5,0,5,-20,10,5,0,0,3,1,3,5,-20,1,0,10,3,0,0,1,0,0,5,20,5,-3,10,5,5,5,0,3,5,0,5,-1,10,10,10,3
549,Slytherin,1,female,phoenix feather,pure-blood,131,50,51,66,61,77,67,52,50,52,71,55,61,88,3,0,3,0,0,-5,20,3,5,10,20,10,0,0,-1,1,1,0,5,-1,1,1,-5,0,10,-5,10,20,-1,10,5,-1,5,1,0,0,5,0,1,0
550,Gryffindor,6,female,dragon heartstring,half-blood,6,27,39,32,58,59,56,61,47,41,41,27,73,12,-10,3,5,0,-20,-5,3,20,-10,0,5,-1,-5,3,-20,10,0,-10,0,1,20,-10,20,10,5,0,-5,1,-3,-5,5,1,0,3,-5,1,-1,5,-5,0
551,Slytherin,7,female,phoenix feather,half-blood,138,51,58,53,68,57,53,55,71,61,66,38,46,65,20,5,0,20,0,5,20,-20,1,1,20,10,5,1,0,20,10,-5,0,5,0,5,1,-5,0,10,20,-3,0,-3,0,-5,0,-20,10,0,5,5,0,0
552,Ravenclaw,7,male,unicorn hair,half-blood,78,56,54,57,52,54,50,43,52,34,44,61,59,12,10,5,5,1,0,3,3,-10,0,0,0,-5,20,1,10,10,1,10,-3,1,0,3,-5,0,1,-1,10,3,5,3,-10,-10,1,1,-10,0,0,10,10,5
553,Gryffindor,1,female,unicorn hair,pure-blood,11,50,40,47,35,35,36,33,56,30,33,48,31,37,10,-20,-1,10,0,0,0,0,0,5,1,3,-10,20,20,1,10,-5,-10,3,-10,20,-10,20,-5,-3,3,5,0,-5,3,-5,-20,1,-20,-10,20,0,10,-20
554,Ravenclaw,5,male,unicorn hair,muggle-born,89,61,49,36,39,55,34,57,56,28,60,43,18,42,1,10,0,20,20,-20,0,-5,5,-20,0,10,-20,1,5,-20,20,20,10,0,-3,-5,-10,-1,5,3,0,10,1,20,5,3,1,20,3,-1,-5,1,0,5
555,Ravenclaw,2,female,dragon heartstring,pure-blood,37,62,47,53,44,48,44,48,46,50,36,61,39,19,5,1,0,10,0,5,0,5,10,1,-20,-10,0,5,1,0,-3,1,0,10,0,5,-5,10,0,10,-20,0,0,-20,3,5,20,5,-3,1,5,0,0,0
556,Hufflepuff,2,female,unicorn hair,pure-blood,-22,44,29,40,37,51,41,39,37,26,28,25,45,23,-5,10,-1,20,-5,-10,3,-5,5,1,10,-10,-20,3,-5,3,20,10,3,-10,-5,0,5,-20,0,1,0,-5,1,-3,10,-1,5,-20,5,0,-10,3,0,-5
557,Ravenclaw,4,male,unicorn hair,half-blood,98,55,45,57,61,57,58,36,54,60,53,54,70,48,10,10,10,-20,-20,5,3,10,5,10,1,-1,5,-5,-5,3,3,1,1,3,20,3,1,-10,0,0,1,5,5,10,5,0,10,-3,10,0,1,0,1,10
558,Ravenclaw,1,female,unicorn hair,muggle-born,246,52,76,67,85,73,93,64,75,65,71,66,89,20,10,-1,-3,20,10,1,1,10,5,20,-5,10,0,3,0,3,3,5,1,20,20,20,0,-1,10,0,20,5,5,5,20,1,5,-5,-3,10,-10,10,20,1
